-9.27734375,-176.7578125,-261.71875,939.453125,-100.5859375,-0.022559404373168945
7.32421875,110.3515625,-194.82421875,973.6328125,-27.83203125,-0.018652915954589844
-2.9296875,-91.796875,-299.31640625,965.8203125,8.7890625,-0.014746665954589844
-4.8828125,-307.6171875,-335.9375,967.7734375,3.41796875,-0.010840415954589844
8.7890625,-234.86328125,-321.77734375,967.7734375,-85.9375,-0.006934165954589844
13.671875,-414.55078125,-374.0234375,967.7734375,-54.6875,-0.0030279159545898438
-0.9765625,-650.87890625,-438.96484375,967.7734375,26.85546875,0.0008783340454101562
-15.625,-1000.0,-692.87109375,967.7734375,193.359375,0.004784584045410156
10.7421875,-729.4921875,-493.65234375,967.7734375,115.234375,0.008690834045410156
39.0625,-73.73046875,-205.078125,967.28515625,-144.53125,0.012597084045410156
20.5078125,-304.19921875,-331.54296875,965.8203125,-102.05078125,0.016503334045410156
1.46484375,-366.69921875,-294.43359375,974.12109375,-65.4296875,0.020409584045410156
22.4609375,-96.19140625,-228.515625,932.12890625,-160.64453125,0.02380061149597168
35.15625,-78.61328125,-260.7421875,923.33984375,-155.76171875,0.027311325073242188
15.625,-367.1875,-335.9375,974.12109375,-70.3125,0.03090953826904297
0.9765625,-356.93359375,-270.99609375,923.828125,-9.27734375,0.03457307815551758
-20.99609375,-165.52734375,-294.921875,776.3671875,-61.03515625,0.038286447525024414
-17.578125,-404.296875,-346.19140625,814.453125,-17.08984375,0.0420379638671875
-13.18359375,-762.6953125,-498.046875,968.75,222.16796875,0.04581904411315918
-33.203125,-948.73046875,-570.3125,883.7890625,241.69921875,0.049623966217041016
-23.92578125,-438.4765625,-291.50390625,708.984375,21.484375,0.05344748497009277
-10.7421875,-301.7578125,-338.8671875,673.828125,-24.90234375,0.05728578567504883
-12.6953125,-574.70703125,-355.95703125,704.1015625,-81.0546875,0.061136484146118164
-12.20703125,-382.32421875,-282.71484375,639.16015625,-207.03125,0.06499719619750977
-12.20703125,-112.79296875,-232.421875,577.63671875,-241.69921875,0.06873393058776855
-12.6953125,-248.046875,-312.98828125,587.890625,-214.35546875,0.0724945068359375
-24.90234375,-736.81640625,-427.734375,718.75,0.9765625,0.07627534866333008
-26.3671875,-529.296875,-300.29296875,765.13671875,13.18359375,0.08007287979125977
-21.484375,-74.21875,-195.80078125,643.5546875,-206.54296875,0.08388495445251465
-26.3671875,-395.99609375,-371.09375,705.56640625,7.8125,0.08770918846130371
-28.80859375,-825.1953125,-459.9609375,924.8046875,244.140625,0.09154438972473145
-2.9296875,-506.34765625,-275.87890625,893.06640625,-57.6171875,0.09538841247558594
1.953125,-28.3203125,-161.62109375,706.0546875,-228.02734375,0.09924054145812988
-13.671875,-355.95703125,-323.73046875,666.9921875,-59.5703125,0.10309934616088867
-6.34765625,-610.83984375,-401.3671875,724.12109375,23.4375,0.106964111328125
5.37109375,-298.828125,-233.88671875,799.31640625,-40.0390625,0.11083436012268066
0.9765625,-243.1640625,-227.05078125,776.3671875,-6.8359375,0.11461806297302246
-20.01953125,-673.33984375,-414.0625,643.06640625,87.40234375,0.11841392517089844
-12.6953125,-783.203125,-446.77734375,609.86328125,138.671875,0.12222075462341309
12.6953125,-116.2109375,-17.578125,730.46875,20.5078125,0.1260371208190918
5.37109375,-53.7109375,-105.46875,712.40234375,-114.74609375,0.12986207008361816
-1.46484375,-519.53125,-346.19140625,645.5078125,-21.97265625,0.13369464874267578
-12.6953125,-694.3359375,-344.7265625,598.14453125,14.16015625,0.13753437995910645
-18.06640625,-547.8515625,-317.87109375,626.46484375,-50.78125,0.14138007164001465
-18.06640625,-447.265625,-280.2734375,645.01953125,-104.98046875,0.1452314853668213
-45.8984375,-753.90625,-474.12109375,530.2734375,9.27734375,0.14908790588378906
-59.5703125,-916.50390625,-501.953125,489.74609375,158.69140625,0.15294885635375977
-16.11328125,-272.94921875,-180.6640625,470.703125,-140.625,0.1568138599395752
1.953125,-118.1640625,-220.703125,517.578125,-208.984375,0.16164326667785645
-25.87890625,-320.80078125,-284.66796875,469.23828125,-106.4453125,0.16641020774841309
-43.45703125,-152.83203125,-221.19140625,378.41796875,-104.4921875,0.17111968994140625
-46.38671875,-270.99609375,-288.57421875,422.36328125,-82.03125,0.17577648162841797
-49.31640625,-500.48828125,-368.65234375,536.62109375,-62.01171875,0.18038487434387207
-54.19921875,-760.25390625,-445.3125,559.5703125,59.08203125,0.18494844436645508
-55.6640625,-615.72265625,-318.359375,572.265625,137.6953125,0.18947076797485352
-32.2265625,-144.04296875,-220.703125,553.7109375,-92.28515625,0.1939547061920166
-16.6015625,-310.546875,-376.46484375,691.89453125,-41.9921875,0.19840335845947266
-43.9453125,-767.578125,-503.41796875,776.85546875,140.625,0.2028191089630127
-32.2265625,-370.1171875,-274.4140625,625.0,-92.7734375,0.20720458030700684
-13.671875,-24.4140625,-262.20703125,575.1953125,-204.58984375,0.211561918258667
-7.32421875,-337.890625,-313.4765625,680.17578125,-72.265625,0.21769309043884277
-1.46484375,-319.82421875,-262.20703125,761.23046875,34.1796875,0.22370004653930664
-15.13671875,-39.55078125,-229.98046875,689.453125,-32.2265625,0.22959089279174805
-19.04296875,-101.5625,-262.20703125,645.99609375,-88.37890625,0.23537325859069824
-11.71875,-362.3046875,-356.4453125,744.62890625,-16.6015625,0.24105429649353027
-10.7421875,-607.421875,-412.109375,889.16015625,31.73828125,0.24664068222045898
-26.3671875,-588.37890625,-397.94921875,904.296875,61.03515625,0.2521383762359619
-31.73828125,-527.34375,-380.859375,843.75,36.1328125,0.2575526237487793
-29.78515625,-720.21484375,-498.53515625,901.3671875,202.63671875,0.26288890838623047
-42.48046875,-1000.0,-687.98828125,985.83984375,415.0390625,0.26815223693847656
-22.4609375,-681.640625,-460.9375,896.97265625,124.0234375,0.2733464241027832
-13.18359375,-201.66015625,-276.3671875,693.84765625,-169.921875,0.2784759998321533
-14.16015625,-271.484375,-309.5703125,644.04296875,-132.8125,0.28177881240844727
5.859375,-97.65625,-213.37890625,776.85546875,-109.86328125,0.2851066589355469
-5.37109375,9.27734375,-236.328125,789.55078125,-191.40625,0.28845810890197754
-24.4140625,-219.23828125,-299.31640625,693.84765625,-142.08984375,0.29183197021484375
-29.78515625,-424.8046875,-374.0234375,678.7109375,-46.38671875,0.29522705078125
-22.4609375,-422.36328125,-349.12109375,819.3359375,5.859375,0.2986423969268799
